Year,Country,Area,Activity,Sex,Fatal (Y/N)
1983,SOUTH AFRICA,KwaZulu-Natal,Unknown,M,N
1983,USA,Florida,Surfing,M,N
1983,SOUTH AFRICA,KwaZulu-Natal,Swimming,F,Y
1983,USA,Florida,Surfing,M,N
1983,USA,Florida,Wading,M,N
1983,USA,Florida,Wading,M,N
1983,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1983,USA,Florida,Diving,M,N
1983,USA,Florida,Diving,F,N
1983,AUSTRALIA,Queensland,Swimming,F,Y
1983,AUSTRALIA,Queensland,Swimming,M,Y
1983,AUSTRALIA,Queensland,Other,M,N
1983,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1983,USA,Florida,Surfing,F,N
1983,USA,Florida,Swimming,M,N
1983,USA,Florida,Surfing,M,N
1983,USA,Florida,Water-Ski,M,N
1983,USA,Florida,Surfing,M,N
1983,USA,Florida,Surfing,M,N
1983,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1983,USA,Florida,Surfing,M,N
1983,SOUTH AFRICA,KwaZulu-Natal,Unknown,M,N
1983,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1983,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1983,USA,Florida,Surfing,M,N
1983,SOUTH AFRICA,KwaZulu-Natal,Water-Ski,M,N
1983,USA,South Carolina,Fishing,M,N
1983,SOUTH AFRICA,KwaZulu-Natal,Unknown,M,Y
1983,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1983,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1982,USA,South Carolina,Other,M,N
1982,USA,Florida,Surfing,M,N
1982,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1982,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1982,USA,Florida,Surfing,M,N
1982,USA,California,Diving,M,N
1982,USA,California,Diving,M,N
1982,USA,Florida,Unknown,M,Y
1982,USA,California,Surfing,M,N
1982,SOUTH AFRICA,Western Cape Province,Swimming,F,N
1982,SOUTH AFRICA,KwaZulu-Natal,Boarding,M,N
1982,SOUTH AFRICA,Eastern Cape Province,Water-Ski,M,N
1982,USA,California,Boarding,M,N
1982,USA,Florida,Swimming,M,N
1982,USA,California,Swimming,M,N
1982,USA,Florida,Swimming,F,N
1982,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Y
1982,USA,South Carolina,Swimming,M,N
1982,USA,Florida,Unknown,F,N
1982,USA,Hawaii,Boarding,M,N
1982,USA,South Carolina,Unknown,F,Y
1982,USA,Florida,Surfing,M,N
1982,AUSTRALIA,New South Wales,Surfing,M,Y
1982,USA,Florida,Surfing,M,N
1982,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1982,USA,Hawaii,Wading,F,N
1982,USA,Hawaii,Swimming,F,N
1982,USA,Florida,Swimming,F,Y
1982,USA,California,Diving,M,N
1982,USA,Florida,Diving,M,Y
1982,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1981,USA,California,Surfing,M,Y
1981,USA,Hawaii,Surfing,M,N
1981,SOUTH AFRICA,Western Cape Province,Other,M,N
1981,USA,Hawaii,Diving,M,N
1981,USA,Florida,Swimming,M,N
1981,USA,Florida,Surfing,M,N
1981,USA,Florida,Surfing,M,N
1981,USA,Florida,Surfing,M,N
1981,USA,Florida,Swimming,M,Y
1981,USA,Florida,Surfing,M,N
1981,USA,Florida,Surfing,M,N
1981,USA,Florida,Surfing,M,N
1981,USA,Florida,Fishing,M,N
1981,USA,Hawaii,Fishing,M,Y
1981,USA,Florida,Diving,M,N
1981,USA,Florida,Swimming,F,Y
1981,USA,Florida,Swimming,F,N
1981,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1981,USA,Florida,Fishing,M,N
1981,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1981,USA,Hawaii,Unknown,M,Y
1981,USA,Hawaii,Fishing,M,Y
1981,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1981,USA,Florida,Diving,M,N
1981,USA,Florida,Diving,M,N
1981,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1981,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1981,USA,Florida,Wading,M,N
1981,USA,Florida,Surfing,M,N
1981,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1981,AUSTRALIA,Western Australia,Other,M,N
1981,USA,Florida,Surfing,M,N
1981,USA,Florida,Fishing,M,N
1981,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1981,AUSTRALIA,New South Wales,Water-Ski,M,N
1980,SOUTH AFRICA,Eastern Cape Province,Water-Ski,M,N
1980,AUSTRALIA,Western Australia,Swimming,M,N
1980,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1980,BRAZIL,Pernambuco,Swimming,M,Y
1980,USA,California,Surfing,M,N
1980,USA,North Carolina,Wading,F,N
1980,USA,Hawaii,Other,M,N
1980,USA,North Carolina,Surfing,M,N
1980,USA,Florida,Surfing,M,N
1980,USA,California,Diving,F,N
1980,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1980,SOUTH AFRICA,KwaZulu-Natal,Diving,M,Y
1980,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1980,SOUTH AFRICA,KwaZulu-Natal,Boarding,M,N
1980,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1980,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1980,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1980,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1979,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1979,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1979,AUSTRALIA,New South Wales,Diving,M,N
1979,USA,Florida,Paddling,M,N
1979,USA,Florida,Swimming,M,N
1979,USA,Florida,Diving,M,Y
1979,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1979,SOUTH AFRICA,KwaZulu-Natal,Diving,M,Y
1979,USA,Florida,Swimming,M,N
1979,USA,Florida,Surfing,M,N
1979,USA,Florida,Surfing,M,N
1979,USA,California,Diving,M,N
1979,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1979,USA,Hawaii,Fishing,M,Y
1978,AUSTRALIA,Queensland,Unknown,M,N
1978,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,Y
1978,USA,Hawaii,Surfing,M,N
1978,USA,Florida,Surfing,M,N
1978,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,Y
1978,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1978,USA,California,Wading,M,N
1978,USA,Florida,Swimming,M,N
1978,USA,South Carolina,Boat,M,N
1978,USA,California,Fishing,M,N
1978,USA,Florida,Surfing,M,N
1978,USA,Florida,Surfing,M,N
1978,SOUTH AFRICA,Western Cape Province,Diving,M,N
1978,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1978,SOUTH AFRICA,KwaZulu-Natal,Unknown,M,Y
1978,USA,Florida,Surfing,F,N
1977,USA,Hawaii,Swimming,M,N
1977,USA,Florida,Surfing,M,N
1977,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1977,SOUTH AFRICA,Western Cape Province,Wading,M,N
1977,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1977,AUSTRALIA,South Australia,Surfing,M,N
1977,AUSTRALIA,Queensland,Swimming,M,Y
1977,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1977,USA,California,Surfing,M,N
1977,USA,Florida,Wading,M,N
1977,USA,California,Fishing,M,N
1977,USA,Florida,Fishing,M,N
1977,USA,Texas,Other,M,N
1977,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1977,AUSTRALIA,Queensland,Unknown,M,N
1977,AUSTRALIA,Queensland,Unknown,M,N
1977,USA,Hawaii,Swimming,M,N
1977,SOUTH AFRICA,Western Cape Province,Swimming,M,N
1977,AUSTRALIA,Queensland,Other,M,N
1977,AUSTRALIA,Queensland,Other,M,Y
1977,AUSTRALIA,Queensland,Other,M,Y
1977,AUSTRALIA,New South Wales,Surfing,M,N
1977,AUSTRALIA,Victoria,Unknown,M,Y
1976,AUSTRALIA,Queensland,Unknown,M,N
1976,USA,California,Diving,M,N
1976,SOUTH AFRICA,Western Cape Province,Other,M,N
1976,USA,Florida,Surfing,M,N
1976,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1976,USA,California,Surfing,M,N
1976,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1976,AUSTRALIA,South Australia,Diving,M,N
1976,USA,Florida,Swimming,M,Y
1976,USA,Florida,Swimming,M,Y
1976,USA,Florida,Surfing,M,N
1976,USA,North Carolina,Surfing,M,N
1976,USA,Florida,Fishing,M,N
1976,USA,Hawaii,Diving,M,Y
1976,USA,Florida,Fishing,M,N
1976,USA,Florida,Diving,M,N
1976,USA,Hawaii,Swimming,M,N
1976,AUSTRALIA,Queensland,Boat,F,N
1976,USA,Florida,Wading,M,N
1976,AUSTRALIA,Queensland,Unknown,F,N
1976,USA,Florida,Fishing,M,N
1976,USA,Hawaii,Diving,M,Y
1975,USA,California,Fishing,M,N
1975,AUSTRALIA,New South Wales,Other,M,N
1975,AUSTRALIA,New South Wales,Wading,M,N
1975,SOUTH AFRICA,KwaZulu-Natal,Wading,M,N
1975,AUSTRALIA,Queensland,Unknown,M,N
1975,USA,Florida,Surfing,M,N
1975,AUSTRALIA,New South Wales,Surfing,M,N
1975,SOUTH AFRICA,KwaZulu-Natal,Water-Ski,M,N
1975,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1975,USA,Florida,Swimming,M,N
1975,USA,California,Diving,M,N
1975,USA,Florida,Diving,M,N
1975,AUSTRALIA,Queensland,Surfing,M,N
1975,USA,California,Surfing,M,N
1975,USA,California,Diving,M,N
1975,USA,Florida,Swimming,F,N
1975,AUSTRALIA,Western Australia,Fishing,M,N
1975,USA,Florida,Surfing,M,N
1975,USA,South Carolina,Swimming,M,N
1975,USA,South Carolina,Wading,F,N
1975,USA,Florida,Surfing,M,N
1975,USA,Florida,Unknown,M,N
1975,USA,Florida,Surfing,M,N
1975,USA,Florida,Swimming,F,N
1975,SOUTH AFRICA,KwaZulu-Natal,Unknown,M,Y
1975,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1975,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1975,AUSTRALIA,Queensland,Unknown,F,N
1975,USA,Florida,Swimming,M,N
1975,SOUTH AFRICA,Western Cape Province,Other,M,N
1975,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1975,AUSTRALIA,South Australia,Swimming,M,Y
1975,AUSTRALIA,Victoria,Fishing,M,N
1975,AUSTRALIA,Queensland,Unknown,M,N
1975,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1975,AUSTRALIA,South Australia,Surfing,M,Y
1974,USA,Florida,Wading,M,N
1974,USA,California,Surfing,M,N
1974,USA,California,Diving,M,N
1974,USA,California,Surfing,M,N
1974,USA,California,Surfing,M,N
1974,AUSTRALIA,Queensland,Fishing,M,N
1974,USA,California,Surfing,M,N
1974,USA,California,Diving,M,N
1974,USA,Florida,Swimming,F,N
1974,USA,California,Surfing,M,N
1974,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1974,SOUTH AFRICA,Eastern Cape Province,Wading,M,N
1974,USA,Florida,Swimming,F,N
1974,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1974,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1974,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1974,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1974,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1974,AUSTRALIA,South Australia,Diving,M,Y
1974,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1974,AUSTRALIA,Western Australia,Fishing,M,N
1973,USA,Hawaii,Swimming,M,N
1973,USA,Florida,Surfing,M,N
1973,AUSTRALIA,Queensland,Surfing,M,N
1973,AUSTRALIA,Queensland,Unknown,M,N
1973,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1973,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1973,USA,Hawaii,Surfing,M,N
1973,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1972,SOUTH AFRICA,Western Cape Province,Swimming,M,N
1972,SOUTH AFRICA,Western Cape Province,Swimming,M,N
1972,AUSTRALIA,Queensland,Unknown,M,N
1972,AUSTRALIA,Queensland,Fishing,M,N
1972,AUSTRALIA,New South Wales,Surfing,M,N
1972,USA,Florida,Surfing,M,N
1972,USA,California,Surfing,M,N
1972,USA,Florida,Surfing,M,N
1972,USA,Hawaii,Fishing,M,N
1972,AUSTRALIA,Queensland,Unknown,M,Y
1972,AUSTRALIA,Queensland,Unknown,M,Y
1972,USA,Florida,Surfing,M,N
1972,USA,California,Diving,M,N
1972,AUSTRALIA,Queensland,Unknown,F,N
1972,USA,Hawaii,Fishing,M,N
1972,AUSTRALIA,Victoria,Surfing,M,N
1972,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Y
1972,SOUTH AFRICA,KwaZulu-Natal,Other,F,N
1971,SOUTH AFRICA,Western Cape Province,Swimming,F,N
1971,AUSTRALIA,Queensland,Unknown,M,Y
1971,USA,Florida,Surfing,M,N
1971,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1971,USA,California,Diving,M,N
1971,AUSTRALIA,South Australia,Fishing,M,Y
1971,AUSTRALIA,New South Wales,Diving,M,N
1971,USA,Florida,Wading,M,N
1971,USA,California,Diving,M,N
1971,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1971,SOUTH AFRICA,Western Cape Province,Swimming,M,Y
1971,AUSTRALIA,South Australia,Surfing,M,N
1970,USA,Hawaii,Boat,M,N
1970,USA,Hawaii,Surfing,M,N
1970,USA,Florida,Surfing,M,N
1970,USA,Florida,Swimming,M,N
1970,AUSTRALIA,New South Wales,Unknown,M,N
1970,USA,South Carolina,Swimming,M,N
1970,USA,Florida,Diving,M,N
1970,USA,Florida,Fishing,M,N
1970,SOUTH AFRICA,KwaZulu-Natal,Diving,M,N
1970,USA,Hawaii,Surfing,M,Y
1970,USA,Florida,Wading,M,N
1969,AUSTRALIA,Western Australia,Swimming,M,N
1969,USA,Hawaii,Diving,M,N
1969,AUSTRALIA,New South Wales,Unknown,M,N
1969,USA,Hawaii,Diving,M,N
1969,USA,California,Diving,M,N
1969,USA,Florida,Swimming,M,N
1969,USA,Florida,Surfing,M,N
1969,USA,Florida,Surfing,M,N
1969,USA,Florida,Unknown,M,N
1969,USA,California,Surfing,M,N
1969,USA,Florida,Wading,M,N
1969,USA,Texas,Fishing,M,N
1969,USA,Florida,Diving,M,N
1969,AUSTRALIA,New South Wales,Other,M,N
1969,USA,Florida,Fishing,M,N
1969,AUSTRALIA,New South Wales,Unknown,M,N
1969,USA,Hawaii,Surfing,M,N
1969,AUSTRALIA,New South Wales,Diving,M,N
1969,AUSTRALIA,Victoria,Unknown,M,N
1968,SOUTH AFRICA,KwaZulu-Natal,Diving,M,N
1968,AUSTRALIA,New South Wales,Other,M,N
1968,AUSTRALIA,South Australia,Unknown,M,N
1968,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1968,SOUTH AFRICA,KwaZulu-Natal,Unknown,M,N
1968,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1968,AUSTRALIA,Western Australia,Unknown,M,N
1968,USA,Florida,Fishing,M,N
1968,USA,Florida,Wading,M,N
1968,USA,California,Diving,M,N
1968,USA,Florida,Wading,M,N
1968,USA,South Carolina,Fishing,M,N
1968,USA,Florida,Other,M,N
1968,USA,Florida,Wading,M,N
1968,USA,Florida,Unknown,M,N
1968,AUSTRALIA,New South Wales,Diving,M,N
1968,AUSTRALIA,New South Wales,Unknown,M,N
1968,SOUTH AFRICA,KwaZulu-Natal,Wading,M,N
1968,USA,Florida,Surfing,M,N
1968,USA,Florida,Swimming,M,N
1968,USA,Florida,Surfing,M,N
1968,AUSTRALIA,Western Australia,Swimming,F,N
1968,AUSTRALIA,South Australia,Fishing,M,N
1967,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1967,AUSTRALIA,Victoria,Swimming,M,Y
1967,AUSTRALIA,New South Wales,Diving,M,N
1967,AUSTRALIA,Queensland,Unknown,M,N
1967,SOUTH AFRICA,KwaZulu-Natal,Unknown,F,Y
1967,USA,Florida,Wading,M,N
1967,USA,Hawaii,Boat,M,Y
1967,USA,California,Other,M,N
1967,AUSTRALIA,Western Australia,Swimming,M,Y
1967,AUSTRALIA,New South Wales,Diving,M,Y
1967,USA,Florida,Fishing,M,N
1967,USA,Florida,Swimming,M,N
1967,USA,South Carolina,Surfing,M,N
1967,USA,Florida,Fishing,M,N
1967,AUSTRALIA,South Australia,Unknown,M,N
1967,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1967,AUSTRALIA,Victoria,Fishing,M,N
1967,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1967,AUSTRALIA,Victoria,Other,M,N
1966,AUSTRALIA,New South Wales,Fishing,M,N
1966,AUSTRALIA,New South Wales,Fishing,M,N
1966,AUSTRALIA,New South Wales,Fishing,M,N
1966,AUSTRALIA,Queensland,Diving,M,N
1966,USA,Hawaii,Fishing,M,N
1966,AUSTRALIA,Western Australia,Fishing,M,N
1966,AUSTRALIA,Western Australia,Fishing,M,N
1966,USA,Florida,Other,M,N
1966,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1966,USA,Florida,Wading,M,N
1966,USA,Texas,Diving,M,N
1966,USA,South Carolina,Other,M,N
1966,USA,Texas,Fishing,M,N
1966,USA,Florida,Diving,M,N
1966,USA,Florida,Fishing,M,N
1966,USA,Texas,Swimming,M,N
1966,AUSTRALIA,New South Wales,Other,M,Y
1966,AUSTRALIA,New South Wales,Fishing,M,N
1966,USA,Florida,Fishing,M,N
1966,AUSTRALIA,New South Wales,Other,M,N
1966,AUSTRALIA,New South Wales,Swimming,M,N
1966,SOUTH AFRICA,Western Cape Province,Other,M,N
1966,USA,California,Surfing,M,N
1966,AUSTRALIA,New South Wales,Fishing,M,N
1966,SOUTH AFRICA,Eastern Cape Province,Wading,M,N
1966,AUSTRALIA,Western Australia,Other,M,N
1966,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1966,USA,Florida,Swimming,M,N
1966,USA,California,Wading,F,N
1965,AUSTRALIA,Western Australia,Fishing,M,N
1965,AUSTRALIA,Queensland,Fishing,M,Y
1965,AUSTRALIA,Queensland,Surfing,M,N
1965,USA,Florida,Wading,M,N
1965,USA,Florida,Diving,M,N
1965,USA,Florida,Unknown,M,N
1965,USA,California,Surfing,M,Y
1965,USA,Florida,Fishing,M,N
1965,USA,Florida,Surfing,M,N
1965,USA,Florida,Diving,M,N
1965,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1965,USA,California,Boat,M,Y
1965,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1965,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1965,AUSTRALIA,Victoria,Swimming,M,N
1965,USA,Texas,Wading,M,N
1965,USA,California,Surfing,M,N
1965,USA,Florida,Other,M,N
1964,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1964,AUSTRALIA,Queensland,Swimming,M,Y
1964,AUSTRALIA,New South Wales,Other,M,N
1964,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1964,AUSTRALIA,Western Australia,Surfing,M,N
1964,USA,Florida,Swimming,M,N
1964,USA,Florida,Fishing,M,N
1964,USA,Florida,Swimming,M,N
1964,USA,Florida,Fishing,M,N
1964,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1964,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,Y
1964,USA,Florida,Other,M,N
1964,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1964,AUSTRALIA,South Australia,Surfing,M,N
1964,USA,Florida,Diving,M,N
1964,SOUTH AFRICA,Western Cape Province,Boarding,M,N
1964,AUSTRALIA,Queensland,Swimming,M,Y
1964,USA,Florida,Swimming,M,N
1964,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1964,SOUTH AFRICA,Eastern Cape Province,Wading,M,N
1964,AUSTRALIA,Western Australia,Diving,M,N
1964,USA,California,Surfing,M,N
1964,SOUTH AFRICA,Western Cape Province,Diving,M,N
1963,SOUTH AFRICA,KwaZulu-Natal,Wading,F,N
1963,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1963,AUSTRALIA,Queensland,Boat,M,N
1963,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Y
1963,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1963,AUSTRALIA,New South Wales,Fishing,M,N
1963,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1963,SOUTH AFRICA,KwaZulu-Natal,Other,M,Y
1963,AUSTRALIA,South Australia,Fishing,M,N
1963,AUSTRALIA,Queensland,Other,M,N
1963,USA,Florida,Other,M,N
1963,USA,Florida,Fishing,M,N
1963,AUSTRALIA,New South Wales,Surfing,M,N
1963,USA,Florida,Fishing,M,N
1963,USA,Florida,Swimming,M,N
1963,USA,California,Swimming,M,N
1963,AUSTRALIA,New South Wales,Fishing,M,N
1963,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1963,AUSTRALIA,Western Australia,Surfing,M,N
1963,USA,Hawaii,Surfing,M,N
1963,USA,Hawaii,Other,M,Y
1963,AUSTRALIA,New South Wales,Fishing,M,N
1963,USA,Florida,Other,M,Y
1963,AUSTRALIA,New South Wales,Wading,F,Y
1963,AUSTRALIA,New South Wales,Swimming,M,Y
1963,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1963,SOUTH AFRICA,KwaZulu-Natal,Diving,M,N
1963,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1962,SOUTH AFRICA,KwaZulu-Natal,Diving,M,N
1962,AUSTRALIA,South Australia,Fishing,M,Y
1962,AUSTRALIA,New South Wales,Fishing,M,N
1962,AUSTRALIA,Queensland,Unknown,M,Y
1962,USA,California,Surfing,M,N
1962,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1962,AUSTRALIA,South Australia,Other,M,N
1962,USA,California,Fishing,F,N
1962,USA,California,Diving,M,N
1962,USA,Texas,Fishing,M,Y
1962,USA,South Carolina,Wading,M,N
1962,USA,California,Fishing,M,N
1962,USA,Florida,Other,M,Y
1962,USA,Florida,Other,M,N
1962,USA,California,Other,M,N
1962,USA,California,Other,M,Y
1962,USA,California,Other,M,Y
1962,USA,South Carolina,Wading,M,N
1962,USA,California,Diving,M,N
1962,USA,Florida,Diving,M,N
1962,USA,Florida,Unknown,M,N
1962,SOUTH AFRICA,KwaZulu-Natal,Wading,M,N
1962,AUSTRALIA,Queensland,Fishing,M,N
1962,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1962,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1962,AUSTRALIA,Queensland,Swimming,M,N
1962,AUSTRALIA,New South Wales,Fishing,M,N
1962,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,Y
1962,USA,California,Surfing,M,N
1962,AUSTRALIA,New South Wales,Surfing,M,N
1962,AUSTRALIA,New South Wales,Swimming,M,Y
1962,AUSTRALIA,South Australia,Diving,M,N
1961,AUSTRALIA,Queensland,Wading,F,Y
1961,AUSTRALIA,Queensland,Wading,M,N
1961,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1961,AUSTRALIA,Western Australia,Fishing,M,N
1961,AUSTRALIA,Queensland,Surfing,M,Y
1961,AUSTRALIA,Torres Strait,Swimming,M,N
1961,USA,Florida,Swimming,M,Y
1961,USA,Florida,Unknown,M,Y
1961,USA,Florida,Unknown,M,N
1961,USA,California,Swimming,M,N
1961,USA,South Carolina,Wading,M,N
1961,USA,Hawaii,Fishing,M,N
1961,USA,Florida,Fishing,M,Y
1961,USA,Florida,Wading,M,N
1961,USA,Florida,Fishing,M,N
1961,USA,California,Diving,M,N
1961,USA,Florida,Wading,M,N
1961,AUSTRALIA,Western Australia,Fishing,M,N
1961,USA,Florida,Other,M,N
1961,AUSTRALIA,New South Wales,Fishing,M,N
1961,SOUTH AFRICA,Eastern Cape Province,Diving,M,N
1961,USA,Florida,Fishing,M,N
1961,AUSTRALIA,New South Wales,Fishing,M,N
1961,AUSTRALIA,New South Wales,Other,M,N
1961,AUSTRALIA,Victoria,Fishing,M,N
1961,AUSTRALIA,Western Australia,Fishing,M,N
1961,AUSTRALIA,South Australia,Fishing,M,N
1961,AUSTRALIA,Victoria,Swimming,M,N
1961,AUSTRALIA,Western Australia,Fishing,F,N
1961,AUSTRALIA,South Australia,Fishing,M,N
1961,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1961,AUSTRALIA,Victoria,Wading,F,N
1961,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1961,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Y
1961,AUSTRALIA,Western Australia,Other,M,N
1961,USA,California,Unknown,M,N
1961,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1961,AUSTRALIA,New South Wales,Other,M,N
1961,SOUTH AFRICA,KwaZulu-Natal,Wading,M,N
1961,SOUTH AFRICA,Western Cape Province,Wading,M,N
1960,USA,Hawaii,Fishing,M,Y
1960,AUSTRALIA,New South Wales,Unknown,F,N
1960,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1960,AUSTRALIA,Queensland,Fishing,M,N
1960,AUSTRALIA,Queensland,Fishing,M,N
1960,AUSTRALIA,Queensland,Swimming,M,N
1960,USA,Florida,Other,F,Y
1960,AUSTRALIA,Queensland,Swimming,M,N
1960,AUSTRALIA,Western Australia,Fishing,M,N
1960,USA,California,Other,M,N
1960,AUSTRALIA,New South Wales,Fishing,M,N
1960,USA,Florida,Diving,M,Y
1960,USA,South Carolina,Fishing,M,N
1960,USA,Texas,Other,M,Y
1960,USA,Florida,Wading,M,N
1960,USA,South Carolina,Swimming,M,Y
1960,USA,South Carolina,Fishing,M,N
1960,USA,Florida,Diving,M,N
1960,USA,California,Other,M,N
1960,USA,California,Swimming,F,N
1960,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1960,USA,California,Surfing,M,N
1960,AUSTRALIA,Western Australia,Fishing,M,N
1960,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1960,AUSTRALIA,New South Wales,Surfing,M,N
1960,AUSTRALIA,Western Australia,Fishing,M,N
1960,AUSTRALIA,Victoria,Fishing,M,N
1960,AUSTRALIA,New South Wales,Other,M,N
1960,USA,Florida,Swimming,M,N
1960,USA,Hawaii,Fishing,M,N
1960,AUSTRALIA,New South Wales,Fishing,M,N
1960,AUSTRALIA,New South Wales,Diving,M,Y
1960,AUSTRALIA,Western Australia,Fishing,M,N
1960,SOUTH AFRICA,Western Cape Province,Wading,F,N
1960,SOUTH AFRICA,Eastern Cape Province,Wading,F,N
1959,AUSTRALIA,Queensland,Diving,M,Y
1959,AUSTRALIA,Victoria,Fishing,M,N
1959,AUSTRALIA,South Australia,Fishing,M,N
1959,AUSTRALIA,Victoria,Surfing,M,N
1959,AUSTRALIA,Queensland,Wading,M,N
1959,AUSTRALIA,Queensland,Other,M,N
1959,USA,California,Surfing,M,N
1959,AUSTRALIA,Western Australia,Fishing,M,N
1959,USA,California,Diving,M,N
1959,USA,Florida,Other,M,N
1959,USA,Florida,Diving,M,N
1959,USA,Florida,Fishing,M,Y
1959,USA,South Carolina,Fishing,M,N
1959,USA,California,Fishing,M,N
1959,USA,California,Wading,M,N
1959,USA,California,Surfing,M,N
1959,USA,California,Other,M,N
