,Months,Year,Fatal (Y/N),Type,Country,Area,Cat_shark
4253,3,1950,Y,Invalid,AUSTRALIA,Western Australia,Tiger Shark
4254,2,1950,N,Unprovoked,AUSTRALIA,Western Australia,Other
4255,2,1950,Y,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,White Shark
4271,12,1949,Y,Sea Disaster,,Caribbean Sea,
4272,12,1949,N,Unprovoked,AUSTRALIA,Victoria,Other
4273,11,1949,N,Unprovoked,AUSTRALIA,New South Wales,Other
4274,11,1949,Y,Invalid,AUSTRALIA,Victoria,
4275,8,1949,N,Unprovoked,AUSTRALIA,Queensland,
4276,8,1949,Y,Unprovoked,AUSTRALIA,Queensland,
4277,8,1949,N,Invalid,ITALY,Tuscany,Other
4278,8,1949,N,Unprovoked,AUSTRALIA,Tasmania,
4279,8,1949,N,Unprovoked,ITALY,Calabria,
4280,7,1949,N,Unprovoked,IRAN,Shatt-el-Arab River,
4281,7,1949,Y,Unprovoked,IRAN,Shatt-al-Arab River,
4282,7,1949,N,Unprovoked,USA,South Carolina,
4283,7,1949,N,Provoked,USA,California,Other
4284,6,1949,Y,Sea Disaster,CHINA,,
4285,5,1949,N,Unprovoked,AUSTRALIA,Western Australia,Other
4286,5,1949,N,Provoked,AUSTRALIA,New South Wales,
4287,4,1949,N,Provoked,AUSTRALIA,Queensland,Other
4288,4,1949,Y,Unprovoked,AUSTRALIA,Queensland,Other
4289,4,1949,N,Unprovoked,MEXICO,Tamaulipas,
4290,3,1949,,Boating,AUSTRALIA,South Australia,
4291,1,1949,Y,Unprovoked,AUSTRALIA,New South Wales,White Shark
4292,1,1949,N,Invalid,AUSTRALIA,New South Wales,
4293,1,1949,N,Unprovoked,AUSTRALIA,New South Wales,
4294,1,1949,,Invalid,AUSTRALIA,Western Australia,Tiger Shark
4302,12,1948,Y,Unprovoked,AUSTRALIA,Western Australia,Tiger Shark
4303,12,1948,Y,Unprovoked,AUSTRALIA,Queensland,
4304,12,1948,N,Unprovoked,IRAN,Shat-Al-Arab River,
4305,12,1948,N,Unprovoked,CUBA,Guantanamo Province,
4306,12,1948,N,Unprovoked,AUSTRALIA,Queensland,
4307,12,1948,Y,Sea Disaster,NORTH PACIFIC OCEAN,Between Kwajalein Atoll & Johnston Island,
4308,11,1948,N,Unprovoked,AUSTRALIA,Torres Strait,
4309,9,1948,Y,Unprovoked,GREECE,Attica,Other
4310,9,1948,N,Unprovoked,USA,Hawaii,
4311,9,1948,N,Unprovoked,USA,Hawaii,
4312,9,1848,Y,Unprovoked,TURKEY,Adana Province,
4313,9,1948,Y,Sea Disaster,MID ATLANTIC OCEAN,,
4314,9,1948,Y,Unprovoked,IRAN,Bandar Mashur sea inlet,
4315,8,1948,Y,Unprovoked,IRAN,Shatt-al-Arab River,
4316,8,1948,N,Unprovoked,IRAN,Shatt-al-Arab River,
4317,8,1948,N,Provoked,BAHAMAS,Bimini Islands,Other
4318,7,1948,Y,Unprovoked,USA,US Virgin Islands,
4319,6,1948,N,Unprovoked,NORTHERN MARIANA ISLANDS,Saipan,
4320,5,1948,N,Provoked,IRAN,Shatt-al-Arab River,
4321,4,1948,N,Provoked,SOUTH AFRICA,Western Cape Province,
4332,12,1947,N,Unprovoked,AUSTRALIA,New South Wales,Other
4333,12,1947,Y,Invalid,SOUTH AFRICA,KwaZulu-Natal,Tiger Shark
4334,12,1947,Y,Unprovoked,SENEGAL,,Tiger Shark
4335,11,1947,N,Boating,AUSTRALIA,South Australia,Other
4336,11,1947,N,Unprovoked,AUSTRALIA,New South Wales,
4337,11,1947,N,Unprovoked,AUSTRALIA,New South Wales,
4338,11,1947,Y,Unprovoked,AUSTRALIA,New South Wales,
4339,11,1947,N,Unprovoked,AUSTRALIA,New South Wales,
4340,11,1947,Y,Unprovoked,AUSTRALIA,Queensland,
4341,10,1947,N,Unprovoked,AUSTRALIA,Northern Territory,
4342,10,1947,Y,Unprovoked,BRAZIL,Pernambuco,
4343,8,1947,Y,Unprovoked,USA,Florida,Other
4344,7,1947,N,Provoked,USA,California,Other
4345,7,1947,N,Unprovoked,AUSTRALIA,Northern Territory,Other
4346,7,1947,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4347,7,1947,N,Invalid,GREECE,Carpathian Sea,
4348,6,1947,N,Unprovoked,USA,Hawaii,
4349,6,1947,N,Boating,AUSTRALIA,New South Wales,Tiger Shark
4350,5,1947,N,Unprovoked,KENYA,Coast Province,
4355,3,1947,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4356,3,1947,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Blacktip Shark
4357,2,1947,N,Boating,AUSTRALIA,Queensland,
4358,2,1947,N,Provoked,BAHAMAS,New Providence Island,Other
4359,2,1947,Y,Unprovoked,BRAZIL,Rio de Janeiro,
4360,1,1947,N,Boating,AUSTRALIA,New South Wales,Other
4361,1,1947,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Other
4362,12,1946,N,Unprovoked,AUSTRALIA,South Australia,
4363,12,1946,N,Boating,AUSTRALIA,Queensland,Other
4364,11,1946,Y,Unprovoked,AUSTRALIA,Torres Strait,
4365,10,1946,Y,Unprovoked,MARSHALL ISLANDS,Kwajalein,
4366,10,1946,N,Unprovoked,AUSTRALIA,New South Wales,
4367,8,1946,N,Unprovoked,ISRAEL,Gaza,
4368,8,1946,Y,Unprovoked,AUSTRALIA,Queensland,Other
4369,7,1946,N,Unprovoked,IRAN,Khuzestan Province,
4370,7,1946,N,Unprovoked,IRAN,Khuzestan Province,Other
4371,6,1946,N,Unprovoked,INDIA,,
4375,3,1946,N,Boating,AUSTRALIA,South Australia,
4376,2,1946,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4377,2,1946,N,Unprovoked,AUSTRALIA,Western Australia,White Shark
4378,2,1946,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4388,9,1945,Y,Unprovoked,HONG KONG,,
4389,9,1945,N,Sea Disaster,OKINAWA,,
4390,9,1945,Y,Sea Disaster,JAPAN,Ryukyu,
4391,9,1945,N,Unprovoked,IRAN,Shatt-al-Arab River,
4392,8,1945,N,Unprovoked,IRAN / IRAQ,Shatt-al-Arab River,
4393,8,1945,Y,Unprovoked,USA, North Carolina,
4394,7,1945,Y,Sea Disaster,PHILIPPINES,In transit between Tinian and Leyte,
4395,7,1945,Y,Sea Disaster,JAVA,Northern Java,
4397,5,1945,Y,Unprovoked,USA,North Carolina,
4398,3,1945,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4404,12,1944,N,Sea Disaster,PHILIPPINES,300 miles east of Luzon,Other
4405,12,1944,N,Provoked,USA,Florida,Tiger Shark
4406,11,1944,Y,Sea Disaster,SIERRA LEONE,Western Area,
4407,11,1944,Y,Invalid,AUSTRALIA,Queensland,
4408,10,1944,Y,Sea Disaster,PHILIPPINES,,
4409,10,1944,Y,Sea Disaster, PHILIPPINES,Bernardino Strait near Gulf of Leyte,
4410,10,1944,Y,Sea Disaster,PHILIPPINES,Off Samar Island in the Gulf of Leyte,
4411,10,1944,N,Unprovoked,PHILIPPINES,,
4412,10,1944,Y,Sea Disaster,,,
4413,10,1944,N,Boating,AUSTRALIA,Queensland,
4414,9,1944,N,Unprovoked,USA,Maryland,
4415,9,1944,Y,Unprovoked,CARIBBEAN SEA,,
4416,8,1944,Y,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4435,12,1943,Y,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4436,12,1943,Y,Sea Disaster,USA,South Carolina,
4437,11,1943,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
4438,11,1943,Y,Sea Disaster,PACIFIC OCEAN,Near the Fiji Islands,
4439,10,1943,N,Invalid,USA,Florida,Other
4440,9,1943,Y,Unprovoked,PANAMA,Gulf of Panama,White Shark
4442,7,1943,Y,Sea Disaster,USA,Florida,
4443,7,1943,N,Boating,PORTUGAL,,
4444,7,1943,N,Invalid,MEXICO,Veracruz,
4445,6,1943,N,Boating,AUSTRALIA,Tasmania,White Shark
4446,5,1943,N,Invalid,PACIFIC OCEAN,,
4447,5,1943,N,Sea Disaster,CENTRAL PACIFIC,,
4448,5,1943,Y,Sea Disaster,CENTRAL PACIFIC,,
4449,5,1943,Y,Sea Disaster,AUSTRALIA,Queensland,
4450,5,1943,N,Sea Disaster,INDIAN OCEAN,,Blue Shark
4451,4,1943,Y,Invalid,USA,Hawaii,Other
4452,3,1943,Y,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4453,3,1943,Y,Sea Disaster,SIERRA LEONE,,
4454,3,1943,Y,Sea Disaster,BRAZIL,,
4455,3,1943,Y,Sea Disaster,PAPUA NEW GUINEA,Morobe Province,
4456,1,1943,Y,Sea Disaster,PACIFIC OCEAN,Northwest of Papua New Guinea,
4463,12,1942,Y,Unprovoked,AUSTRALIA,New South Wales,Bull Shark
4464,11,1942,Y,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,White Shark
4465,11,1942,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4466,11,1942,N,Sea Disaster,SOLOMON ISLANDS,,
4467,11,1942,Y,Sea Disaster,INDIAN OCEAN,,
4468,11,1942,N,Sea Disaster,SOLOMON ISLANDS,,
4469,11,1942,Y,Sea Disaster,SOLOMON ISLANDS / VANUATU,,
4470,11,1942,Y,Sea Disaster,SOLOMON ISLANDS,,
4471,11,1942,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
4472,11,1942,N,Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,
4473,11,1942,Y,Sea Disaster,,Off South American coast,
4474,10,1942,N,Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,
4480,7,1942,Y,Sea Disaster,ATLANTIC OCEAN,,
4481,7,1942,N,Provoked,ITALY,Liguria,Other
4482,6,1942,Y,Sea Disaster,BAY OF BENGAL,,
4483,6,1942,Y,Invalid,BRAZIL,,Other
4484,6,1942,N,Unprovoked,USA,Midway Atoll,
4485,6,1942,N,Unprovoked,,300 miles east of St. Thomas (Virgin Islands),
4486,5,1942,N,Unprovoked,AUSTRALIA,Queensland,
4487,4,1942,Y,Invalid,INDIAN OCEAN,West of Ceylon (Sri  Lanka),
4488,3,1942,Y,Sea Disaster,CUBA,Guantanamo Province,
4489,3,1942,Y,Invalid,AUSTRALIA,New South Wales,
4504,12,1941,Y,Sea Disaster,SOUTH ATLANTIC OCEAN,,Bull Shark
4505,12,1941,N,Unprovoked,AUSTRALIA,Western Australia,
4506,11,1941,N,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,Tiger Shark
4507,11,1941,N,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,Tiger Shark
4508,11,1941,Y,Sea Disaster,SOUTH ATLANTIC OCEAN,"North of Pernambuco, Brazil",
4509,11,1941,N,Sea Disaster,AUSTRALIA,Western Australia,
4510,9,1941,Y,Unprovoked,CARIBBEAN SEA,,
4514,7,1941,N,Boating,USA,New Jersey,Mako Shark
4515,7,1941,N,Provoked,USA,Hawaii,Other
4516,6,1941,N,Provoked,USA,New York,Other
4517,6,1941,Y,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,
4518,3,1941,N,Sea Disaster,SOUTH ATLANTIC OCEAN,,
4519,3,1941,N,Provoked,USA,California,Mako Shark
4522,1,1941,N,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,
4523,1,1941,Y,Sea Disaster,ATLANTIC OCEAN,,
4531,12,1940,Y,Unprovoked,AUSTRALIA,New South Wales,
4532,12,1940,Y,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4533,12,1940,N,Unprovoked,AUSTRALIA,Queensland,
4534,12,1940,N,Provoked,AUSTRALIA,Northern Territory,
4536,7,1940,N,Unprovoked,USA,South Carolina,
4537,7,1940,N,Unprovoked,USA,South Carolina,
4538,6,1940,N,Unprovoked,USA,North Carolina,Other
4557,11,1939,N,Boating,AUSTRALIA,New South Wales,Blue Shark
4558,11,1939,N,Provoked,AUSTRALIA,New South Wales,Whale Shark
4559,11,1939,,Boating,AUSTRALIA,New South Wales,
4560,11,1939,,Boating,AUSTRALIA,New South Wales,
4561,11,1939,Y,Unprovoked,SAMOA,,
4562,10,1939,N,Unprovoked,AUSTRALIA,Queensland,Tiger Shark
4563,10,1939,N,Unprovoked,USA,Hawaii,Other
4564,9,1939,N,Unprovoked,AUSTRALIA,Torres Strait ,Tiger Shark
4566,7,1939,Y,Sea Disaster,PACIFIC OCEAN,,
4567,7,1939,N,Provoked,BAHAMAS,Andros Islands,Other
4568,7,1939,N,Provoked,USA,Texas,Other
4569,5,1939,Y,Unprovoked,USA,Virginia,
4571,3,1939,Y,Unprovoked,PAPUA NEW GUINEA,Central Province,Other
4572,2,1939,N,Provoked,NEW ZEALAND,North Island,Other
4573,1,1939,N,Unprovoked,AUSTRALIA,New South Wales,Other
4580,10,1938,N,Provoked,AUSTRALIA,Queensland,Tiger Shark
4583,7,1938,N,Unprovoked,USA,South Carolina,
4584,7,1938,N,Provoked,TURKEY,,
4585,7,1938,N,Provoked,USA,California,
4586,7,1938,Y,Unprovoked,AUSTRALIA,Torres Strait,
4587,6,1938,Y,Unprovoked,NICARAGUA,Lower San Juan River,Bull Shark
4588,6,1938,N,Unprovoked,AUSTRALIA,New South Wales,Other
4592,3,1938,N,Unprovoked,FIJI,Viti Levu,
4593,3,1938,N,Unprovoked,AUSTRALIA,Northern Territory,
4603,11,1937,Y,Sea Disaster,USA,North Carolina,
4604,11,1937,Y,Unprovoked,AUSTRALIA,Torres Strait ,Other
4605,11,1937,Y,Sea Disaster,SOLOMON ISLANDS,,
4610,9,1937,N,Provoked,CROATIA, Split-Dalmatia County,
4611,9,1937,N,Boating,SCOTLAND,Argyllshire,Other
4612,9,1937,N,Boating,SCOTLAND,Arran,Other
4613,9,1937,N,Unprovoked,SCOTLAND,Argyll,Other
4617,7,1937,Y,Unprovoked,AUSTRALIA,Northern Territory,
4618,7,1937,N,Invalid,ITALY,Liguria,
4622,5,1937,N,Provoked,USA,Texas,Other
4623,5,1937,Y,Unprovoked,AUSTRALIA,Queensland,Other
4624,3,1937,N,Invalid,AUSTRALIA,New South Wales,
4625,3,1937,Y,Invalid,AUSTRALIA,Victoria,
4631,1,1937,N,Provoked,AUSTRALIA,New South Wales,Other
4663,12,1935,N,Provoked,AUSTRALIA,Victoria,Other
4664,11,1935,N,Unprovoked,AUSTRALIA,Torres Strait,
4665,9,1935,Y,Unprovoked,USA,North Carolina,
4666,9,1935,Y,Unprovoked,PAPUA NEW GUINEA,Central Province,
4667,8,1935,Y,Unprovoked,AUSTRALIA,Queensland,Other
4668,8,1935,N,Invalid,UNITED KINGDOM,Isle of Wight,Other
4669,8,1935,Y,Unprovoked,AUSTRALIA,Torres Strait,
4670,7,1935,Y,Invalid,USA,California,
4671,7,1935,Y,Invalid,USA,California,
4672,7,1935,Y,Unprovoked,PANAMA,,
4673,7,1935,Y,Unprovoked,CROATIA,Adriatic Sea,
4674,6,1935,N,Unprovoked,USA,New Jersey,Other
4675,6,1935,Y,Unprovoked,SOLOMON ISLANDS,Makira-Uluwa Province,
4676,6,1935,N,Boating,AUSTRALIA,South Australia,
4677,6,1935,N,Unprovoked,PAPUA NEW GUINEA,Northern (Oro) Province,
4678,5,1935,N,Provoked,SOUTH AFRICA,KwaZulu-Natal,White Shark
4679,5,1935,N,Unprovoked,AUSTRALIA,Torres Strait,Other
4680,4,1935,N,Invalid,AUSTRALIA,New South Wales,Tiger Shark
4681,4,1935,N,Unprovoked,,,
4682,4,1935,N,Unprovoked,USA,California,
4683,3,1935,N,Unprovoked,AUSTRALIA,Queensland,
4684,3,1935,N,Provoked,SOUTH AFRICA,KwaZulu-Natal,
4685,3,1935,N,Unprovoked,AUSTRALIA,Torres Strait,Tiger Shark
4686,3,1935,N,Provoked,AUSTRALIA,Queensland,Blue Shark
4687,3,1935,N,Unprovoked,AUSTRALIA,New South Wales,
4688,3,1935,Y,Unprovoked,AUSTRALIA,New South Wales,White Shark
4689,3,1935,Y,Unprovoked,AUSTRALIA,New South Wales,White Shark
4690,2,1935,N,Unprovoked,AUSTRALIA,New South Wales,
4691,1,1935,N,Unprovoked,AUSTRALIA,New South Wales,Tiger Shark
4692,1,1935,N,Boating,AUSTRALIA,Queensland,Other
4693,1,1935,N,Invalid,ISRAEL,Herzliyah,
4694,1,1935,N,Invalid,AUSTRALIA,Queensland,Other
4695,12,1934,N,Unprovoked,AUSTRALIA,New South Wales,Tiger Shark
4696,12,1934,Y,Unprovoked,AUSTRALIA,New South Wales,
4697,12,1934,Y,Unprovoked,AUSTRALIA,New South Wales,
4698,10,1934,N,Unprovoked,AUSTRALIA,New South Wales,
4699,10,1934,Y,Unprovoked,AUSTRALIA,Northern Territory,
4700,10,1934,N,Provoked,BERMUDA,Hamilton,
4701,10,1934,Y,Unprovoked,AUSTRALIA,Torres Strait,
4702,9,1934,N,Provoked,BERMUDA,Hamilton,Other
4703,8,1934,N,Boating,ITALY,Sicily,White Shark
4704,8,1934,N,Invalid,ITALY / CROATIA,,White Shark
4705,8,1934,Y,Unprovoked,AUSTRALIA,Queensland,
4706,8,1934,Y,Unprovoked,CROATIA,Adriatic Sea,White Shark
4707,8,1934,N,Unprovoked,USA,Georgia,
4708,7,1934,N,Boating,AUSTRALIA,New South Wales,Blue Shark
4709,6,1934,N,Provoked,AUSTRALIA,New South Wales,Blue Shark
4710,6,1934,Y,Unprovoked,USA,Florida,
4711,4,1934,N,Unprovoked,AUSTRALIA,Queensland,
4712,4,1934,Y,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4713,4,1934,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,
4714,4,1934,Y,Unprovoked,AUSTRALIA,New South Wales,Other
4715,3,1934,Y,Unprovoked,AUSTRALIA,New South Wales,Other
4716,3,1934,N,Provoked,AUSTRALIA,New South Wales,Mako Shark
4717,2,1934,N,Unprovoked,AUSTRALIA,Torres Strait,Tiger Shark
4718,2,1934,Y,Unprovoked,CHILE,Elqui Province,
4719,2,1934,N,Boating,TURKEY,Istanbul,
4722,11,1933,Y,Unprovoked,AUSTRALIA,Torres Strait,Tiger Shark
4723,11,1933,N,Unprovoked,AUSTRALIA,Queensland,Tiger Shark
4724,10,1933,N,Unprovoked,AUSTRALIA,Queensland,
4725,9,1933,N,Boating,ISRAEL,,Other
4726,8,1933,N,Provoked,USA,California,Blue Shark
4727,8,1933,N,Unprovoked,USA,South Carolina,
4728,8,1933,N,Unprovoked,USA,Connecticut,
4729,7,1933,N,Unprovoked,USA,California,Tiger Shark
4730,7,1933,N,Unprovoked,AUSTRALIA,Western Australia,
4731,6,1933,N,Unprovoked,USA,South Carolina,
4732,6,1933,N,Unprovoked,USA,South Carolina,
4733,6,1933,N,Invalid,AUSTRALIA,Northern Territory,
4734,5,1933,Y,Sea Disaster,BARBADOS,St Michael Parish,
4735,5,1933,N,Provoked,AUSTRALIA,Queensland,Other
4736,6,1933,N,Unprovoked,AUSTRALIA,Queensland,
4737,5,1933,Y,Sea Disaster,CUBA,Havana Province,
4738,4,1933,Y,Unprovoked,USA,Florida,Bull Shark
4743,1,1933,Y,Unprovoked,AUSTRALIA,Queensland,
4744,12,1932,N,Unprovoked,AUSTRALIA,Northern Territory,
4745,12,1932,N,Provoked,NEW ZEALAND,North Island,
4746,11,1932,,Sea Disaster,CUBA,,
4747,10,1932,N,Unprovoked,AUSTRALIA,New South Wales,Mako Shark
4748,10,1932,Y,Unprovoked,CAPE VERDE,Barlavento Islands,
4749,9,1932,N,Unprovoked,FIJI,Viti Levu Island,
4750,8,1932,N,Provoked,AUSTRALIA,New South Wales,
4751,8,1932,N,Provoked,AUSTRALIA,New South Wales,
4752,8,1932,N,Provoked,USA,New Jersey,Other
4753,8,1932,N,Unprovoked,AUSTRALIA,Torres Strait,
4754,8,1932,N,Provoked,BAHAMAS,New Providence Island,
4755,7,1932,Y,Invalid,USA,Texas,Other
4756,7,1932,N,Boating,CANADA,Bay of Fundy,White Shark
4757,6,1932,N,Provoked,USA,New Jersey,Other
4758,6,1932,N,Provoked,USA,New Jersey,
4759,6,1932,Y,Unprovoked,FIJI,Yasawa Islands,
4760,5,1932,Y,Unprovoked,AUSTRALIA,Torres Strait,
4761,5,1932,N,Unprovoked,AUSTRALIA,Torres Strait,
4762,4,1932,Y,Unprovoked,PHILIPPINES,Manila,
4763,4,1932,Y,Unprovoked,PHILIPPINES,Manila,
4771,11,1931,N,Unprovoked,AUSTRALIA,Torres Strait,Other
4772,9,1931,Y,Unprovoked,JAMAICA,,
4773,9,1931,N,Unprovoked,USA,Florida,
4774,9,1931,N,Unprovoked,USA,Florida,Other
4775,9,1931,Y,Invalid,USA,Hawaii,Other
4776,8,1931,Y,Unprovoked,CUBA,Havana Province,
4777,8,1931,Y,Invalid,USA,Hawaii,Other
4778,8,1931,N,Boating,USA,New Jersey,
4779,8,1931,Y,Unprovoked,CUBA,Havana Province,
4780,8,1931,Y,Unprovoked,CUBA,Havana Province,
4781,8,1931,N,Unprovoked,USA,Texas,
4782,8,1931,N,Unprovoked,USA,New Jersey,
4783,8,1931,Y,Unprovoked,AUSTRALIA,Queensland,
4784,7,1931,N,Unprovoked,FIJI,Viti Levu Island,Other
4785,7,1931,N,Unprovoked,USA,New Jersey,
4786,6,1931,N,Unprovoked,USA,Hawaii,
4787,6,1931,N,Provoked,USA,Hawaii,Tiger Shark
4788,6,1931,N,Unprovoked,USA,Florida,Other
4789,5,1931,N,Boating,AUSTRALIA,New South Wales,Other
4791,3,1931,Y,Unprovoked,AUSTRALIA,Queensland,
4792,3,1931,N,Boating,TURKEY,,
4793,3,1931,N,Provoked,AUSTRALIA,South Australia,Other
4794,2,1931,Y,Invalid,AUSTRALIA,New South Wales,
4795,1,1931,N,Unprovoked,AUSTRALIA,Torres Strait,
4796,1,1931,N,Unprovoked,AUSTRALIA,Torres Strait,
4797,1,1931,N,Unprovoked,AUSTRALIA,Queensland,Other
4800,12,1930,N,Unprovoked,AUSTRALIA,New South Wales,
4801,12,1930,Y,Unprovoked,AUSTRALIA,New South Wales,
4802,12,1930,N,Boating,AUSTRALIA,Victoria,Other
4803,12,1930,Y,Unprovoked,AUSTRALIA,New South Wales,
4804,11,1930,N,Unprovoked,AUSTRALIA,Queensland,
4805,9,1930,Y,Unprovoked,HONDURAS,Black River,
4807,8,1930,N,Unprovoked,AUSTRALIA,Western Australia,
4808,8,1930,N,Unprovoked,SPAIN,Canary Islands,
4809,8,1930,N,Unprovoked,USA,Florida,
4810,7,1930,N,Unprovoked,CUBA,Havana Province,
4811,7,1930,N,Unprovoked,USA,Florida,Tiger Shark
4812,6,1930,Y,Unprovoked,AUSTRALIA,Torres Strait,
4817,3,1930,N,Unprovoked,USA,Florida,
4818,2,1930,N,Unprovoked,AUSTRALIA,Torres Strait,
4819,2,1930,Y,Unprovoked,AUSTRALIA,Victoria,White Shark
4820,2,1930,N,Provoked,AUSTRALIA,Western Australia,
4826,12,1929,Y,Unprovoked,AUSTRALIA,New South Wales,Tiger Shark
4827,12,1929,N,Unprovoked,AUSTRALIA,Torres Strait,
4828,12,1929,N,Unprovoked,AUSTRALIA,New South Wales,Other
4829,12,1929,N,Unprovoked,AUSTRALIA,Torres Strait,
4830,12,1929,Y,Unprovoked,AUSTRALIA,Queensland,
4831,11,1929,Y,Sea Disaster,KIRIBATI,Phoenix Islands,
4832,11,1929,N,Unprovoked,CUBA,Cienfuegos Province,
4833,10,1929,N,Unprovoked,AUSTRALIA,Torres Strait,
4834,10,1929,N,Unprovoked,SPAIN,Valencia,
4835,9,1929,Y,Unprovoked,AUSTRALIA,Queensland,
4836,8,1929,N,Unprovoked,USA,South Carolina,
4837,7,1929,N,Unprovoked,MEXICO,Tamaulipas,
4838,7,1929,Y,Invalid,CAPE VERDE,Santiago Island,Other
4840,5,1929,N,Unprovoked,AUSTRALIA,Torres Strait,
4846,3,1929,N,Unprovoked,USA,Florida,
4847,3,1929,Y,Unprovoked,AUSTRALIA,Torres Strait,
4848,3,1929,N,Unprovoked,AUSTRALIA,South Australia,Other
4849,3,1929,N,Unprovoked,AUSTRALIA,South Australia,Other
4853,1,1929,Y,Unprovoked,AUSTRALIA,Queensland,
4854,1,1929,N,Unprovoked,NEW ZEALAND,North Island,
4855,1,1929,Y,Unprovoked,AUSTRALIA,New South Wales,Other
4856,1,1929,Y,Boating,TURKEY,,
4857,1,1929,Y,Unprovoked,FIJI,Viti Levu Island,
4863,12,1928,N,Unprovoked,AUSTRALIA,,
4864,11,1928,N,Provoked,USA,New Jersey,Blue Shark
4865,11,1928,N,Boating,INDIA,,
4866,11,1928,Y,Sea Disaster,USA,Virginia,
4867,11,1928,Y,Unprovoked,PANAMA,Gulf of Panama,Other
4868,9,1928,N,Unprovoked,USA,Texas,
4869,8,1928,,Invalid,USA,New Jersey,Other
4889,12,1927,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
4890,11,1927,Y,Sea Disaster,AUSTRALIA,New South Wales,
4891,10,1927,Y,Sea Disaster,BRAZIL,Porto Seguro,
4892,10,1927,N,Unprovoked,AUSTRALIA,New South Wales,
4893,10,1927,N,Unprovoked,FIJI,,
4894,7,1927,N,Boating,AUSTRALIA,New South Wales,
4895,5,1927,Y,Sea Disaster,PHILIPPINES,Luzon Island,
4896,5,1927,Y,Unprovoked,AUSTRALIA,Queensland,
4897,4,1927,N,Unprovoked,AUSTRALIA,Torres Strait,
4898,4,1927,N,Unprovoked,AUSTRALIA,Queensland,
4899,3,1927,N,Unprovoked,AUSTRALIA,New South Wales,Other
4900,2,1927,N,Provoked,NICARAGUA,Salinas Bay,
4901,2,1927,N,Unprovoked,AUSTRALIA,Queensland,
4902,2,1927,N,Provoked,NEW ZEALAND,South Island,Mako Shark
4903,1,1927,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other
4904,1,1927,N,Unprovoked,USA,California,
4905,1,1927,Y,Unprovoked,AUSTRALIA,New South Wales,Other
4908,12,1926,Y,Unprovoked,AUSTRALIA,Torres Strait,
4909,11,1926,N,Unprovoked,AUSTRALIA,Torres Strait,
4910,10,1926,Y,Unprovoked,PAPUA NEW GUINEA,Central Province,
4911,10,1926,N,Unprovoked,AUSTRALIA,New South Wales,Other
4912,10,1926,N,Sea Disaster,BERMUDA,,
4915,7,1926,Y,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,White Shark
4916,7,1926,N,Boating,USA,New Jersey,Other
4917,7,1926,N,Unprovoked,USA,California,White Shark
4918,7,1926,N,Invalid,SPAIN,Sants-Montjic,Other
4919,5,1926,Y,Unprovoked,USA,Hawaii,White Shark
4920,4,1926,N,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,
4921,4,1926,N,Unprovoked,USA,Hawaii,Other
4922,3,1926,Y,Unprovoked,AUSTRALIA,South Australia,White Shark
4929,11,1925,Y,Unprovoked,AUSTRALIA,Western Australia,Tiger Shark
4930,11,1925,N,Unprovoked,USA,Puerto Rico,
4931,11,1925,N,Unprovoked,USA,Puerto Rico,
4932,9,1925,N,Provoked,SPAIN,Valencia ,
4933,9,1925,N,Unprovoked,ENGLAND,Isle of Wight,
4935,6,1925,,Invalid,AUSTRALIA,Western Australia,
4936,5,1925,N,Unprovoked,USA,Puerto Rico,
4937,3,1925,N,Unprovoked,AUSTRALIA,New South Wales,Other
4938,3,1925,Y,Unprovoked,AUSTRALIA,New South Wales,
4939,3,1925,Y,Unprovoked,PAPUA NEW GUINEA,Central Province,
4940,1,1925,N,Unprovoked,USA,Florida,
4941,1,1925,N,Unprovoked,CANADA,Vancouver,Other
