,Months,Year,Fatal (Y/N),Type,Country,Area,Cat_shark
103,12,2015,N,Boat,SOUTH AFRICA,KwaZulu-Natal,White Shark
104,12,2015,N,Unprovoked,SPAIN,Grand Canary Island,Other
105,12,2015,N,Unprovoked,USA,Hawaii,Other
106,12,2015,N,Unprovoked,AUSTRALIA,New South Wales,Bronze Shark
107,12,2015,N,Unprovoked,BRAZIL,Pernambuco,Tiger Shark
108,12,2015,Y,Unprovoked,ARUBA,,
109,12,2015,N,Boat,AUSTRALIA,New South Wales,White Shark
110,12,2015,N,Unprovoked,BAHAMAS,,Bull Shark
111,12,2015,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
112,11,2015,N,Unprovoked,USA,Florida,
113,11,2015,N,Unprovoked,USA,Florida,
114,11,2015,N,Unprovoked,USA,Florida,Other
115,11,2015,N,Unprovoked,AUSTRALIA,New South Wales,Bull Shark
116,11,2015,N,Invalid,USA,Florida,
117,11,2015,N,Unprovoked,USA,Hawaii,
118,11,2015,N,Unprovoked,USA,Florida,Other
119,11,2015,N,Unprovoked,MOZAMBIQUE,Inhambane Province,
120,10,2015,N,Unprovoked,AUSTRALIA,Western Australia,
121,10,2015,N,Unprovoked,USA,Hawaii,
122,10,2015,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
123,10,2015,N,Unprovoked,USA,Florida,Other
124,10,2015,N,Unprovoked,USA,Florida,Other
125,10,2015,Y,Unprovoked,MOZAMBIQUE,Inhambane Province,
126,10,2015,N,Invalid,USA,Hawaii,
127,10,2015,N,Unprovoked,USA,Hawaii,Tiger Shark
128,10,2015,N,Boat,USA,California,Other
129,10,2015,N,Unprovoked,USA,South Carolina,
130,10,2015,N,Unprovoked,USA,Hawaii,Tiger Shark
131,10,2015,N,Unprovoked,MOZAMBIQUE,Inhambane Province,
132,10,2015,N,Unprovoked,AUSTRALIA,Western Australia,
133,10,2015,N,Unprovoked,USA,Florida,
134,10,2015,N,Unprovoked,USA,Texas,Other
135,10,2015,N,Unprovoked,USA,Florida,Blacktip Shark
136,9,2015,N,Unprovoked,USA,Florida,Blacktip Shark
137,9,2015,N,Unprovoked,AUSTRALIA,Queensland,
138,9,2015,N,Unprovoked,USA,California,White Shark
139,9,2015,N,Unprovoked,USA,Florida,Other
140,9,2015,N,Unprovoked,USA,Hawaii,Tiger Shark
141,9,2015,N,Unprovoked,USA,Florida,Other
142,9,2015,N,Unprovoked,USA,Florida,
143,9,2015,N,Unprovoked,USA,Florida,
144,9,2015,N,Unprovoked,USA,Florida,
145,9,2015,N,Unprovoked,AUSTRALIA,New South Wales,Other
146,9,2015,N,Unprovoked,USA,California,White Shark
147,9,2015,N,Provoked,USA,California,Other
148,9,2015,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
149,9,2015,N,Unprovoked,USA,South Carolina,Other
150,9,2015,N,Unprovoked,THAILAND,Phuket,Other
151,9,2015,N,Unprovoked,FIJI,,Tiger Shark
152,8,2015,N,Unprovoked,USA,California,White Shark
153,8,2015,N,Unprovoked,USA,California,White Shark
154,8,2015,N,Invalid,USA,Florida,
155,8,2015,N,Unprovoked,AUSTRALIA,New South Wales,
156,8,2015,N,Unprovoked,USA,South Carolina,Other
157,8,2015,N,Unprovoked,USA,Florida,Other
158,8,2015,N,Unprovoked,USA,California,White Shark
159,8,2015,N,Invalid,SPAIN,Alicante,
160,8,2015,N,Provoked,USA,California,Other
161,7,2015,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
162,7,2015,N,Unprovoked,USA,Florida,Blacktip Shark
163,7,2015,N,Invalid,USA,South Carolina,
164,7,2015,Y,Unprovoked,AUSTRALIA,Tasmania,White Shark
165,7,2015,N,Provoked,USA,California,Mako Shark
166,7,2015,N,Unprovoked,AUSTRALIA,Victoria,Bronze Shark
167,7,2015,N,Unprovoked,REUNION,,Bull Shark
168,7,2015,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
169,7,2015,N,Unprovoked,USA,California,White Shark
170,7,2015,N,Invalid,USA,California,
171,7,2015,N,Invalid,FRENCH POLYNESIA,Bora Bora,
172,7,2015,N,Unprovoked,BAHAMAS,Grand Bahama Island,Other
173,7,2015,N,Unprovoked,USA,North Carolina,
174,7,2015,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
175,7,2015,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
176,7,2015,N,Unprovoked,USA,North Carolina,Other
177,6,2015,N,Unprovoked,AUSTRALIA,New South Wales,
178,6,2015,N,Unprovoked,USA,South Carolina,Other
179,6,2015,N,Unprovoked,USA,North Carolina,Bull Shark
180,6,2015,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
181,6,2015,N,Invalid,USA,Florida,
182,6,2015,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
183,6,2015,N,Unprovoked,USA,South Carolina,Other
184,6,2015,N,Provoked,AUSTRALIA,Western Australia,Other
185,6,2015,N,Unprovoked,USA,North Carolina,
186,6,2015,N,Unprovoked,USA,North Carolina,Tiger Shark
187,6,2015,N,Invalid,AUSTRALIA,Western Australia,White Shark
188,6,2015,N,Unprovoked,USA,South Carolina,Other
189,6,2015,N,Unprovoked,PUERTO RICO,,
190,6,2015,N,Unprovoked,USA,Florida,
191,6,2015,N,Unprovoked,USA,North Carolina,Bull Shark
192,6,2015,N,Unprovoked,USA,North Carolina,Bull Shark
193,6,2015,N,Unprovoked,USA,California,Mako Shark
194,6,2015,N,Unprovoked,USA,North Carolina,Other
195,6,2015,N,Unprovoked,USA,Florida,Bull Shark
196,6,2015,N,Unprovoked,USA,Florida,Other
197,6,2015,N,Unprovoked,REUNION,Le Port,Bull Shark
198,5,2015,N,Unprovoked,USA,Florida,
199,5,2015,N,Unprovoked,USA,Florida,
200,5,2015,N,Unprovoked,FRENCH POLYNESIA,Rangiroa,Other
201,5,2015,N,Unprovoked,USA,Florida,
202,5,2015,N,Unprovoked,USA,Florida,Other
203,5,2015,N,Unprovoked,USA,South Carolina,Other
204,5,2015,Y,Unprovoked,NEW CALEDONIA,,Bull Shark
205,5,2015,N,Unprovoked,USA,Florida,
206,5,2015,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
207,5,2015,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
208,4,2015,Y,Unprovoked,USA,Hawaii,
209,4,2015,N,Unprovoked,USA,Florida,Other
210,4,2015,N,Unprovoked,AUSTRALIA,South Australia,White Shark
211,6,2015,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
212,4,2015,N,Unprovoked,USA,Florida,Blue Shark
213,4,2015,N,Unprovoked,AUSTRALIA,New South Wales,
214,4,2015,Y,Unprovoked,REUNION,Saint-Gilles-les-Bains,Bull Shark
215,3,2015,N,Invalid,BRAZIL,Pernambuco,
216,4,2015,N,Unprovoked,USA,Florida,Bull Shark
217,3,2015,Y,Invalid,ITALY,Sardinia,
218,3,2015,N,Boat,SOUTH AFRICA,Eastern Cape Province,White Shark
219,3,2015,Y,Unprovoked,EGYPT,,Mako Shark
220,3,2015,N,Unprovoked,USA,Hawaii,Tiger Shark
221,3,2015,N,Unprovoked,FRENCH POLYNESIA,Bora Bora,Blacktip Shark
222,3,2015,N,Boat,AUSTRALIA,New South Wales,
223,3,2015,N,Provoked,MEXICO,Sinaloa,
224,3,2015,N,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,Blacktip Shark
225,2,2015,N,Boat,ATLANTIC OCEAN,,White Shark
226,2,2015,Y,Unprovoked,REUNION,dÉtang-Salé,Tiger Shark
227,2,2015,Y,Unprovoked,AUSTRALIA,New South Wales,Other
228,2,2015,N,Unprovoked,AUSTRALIA,New South Wales,Other
229,2,2015,N,Unprovoked,AUSTRALIA,New South Wales,Other
230,1,2015,N,Boat,AUSTRALIA,Queensland,Bull Shark
231,1,2015,N,Provoked,USA,Hawaii,Other
232,1,2015,N,Unprovoked,AUSTRALIA,New South Wales,
233,1,2015,N,Boat,USA,Florida,White Shark
234,1,2015,N,Invalid,AUSTRALIA,New South Wales,
235,1,2015,N,Boat,AUSTRALIA,New South Wales,Other
236,1,2015,N,Unprovoked,AUSTRALIA,New South Wales,Other
237,1,2015,N,Invalid,USA,Florida,
238,1,2015,N,Unprovoked,BAHAMAS,Abaco Islands,White Shark
239,1,2015,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other
240,1,2015,N,Unprovoked,USA,Florida,Other
241,12,2014,N,Unprovoked,AUSTRALIA,New South Wales,Other
242,12,2014,Y,Unprovoked,AUSTRALIA,Western Australia,White Shark
243,12,2014,N,Sea Disaster,GREECE,,
244,12,2014,N,Invalid,SOUTH AFRICA,KwaZulu-Natal,
245,12,2014,N,Unprovoked,USA,California,White Shark
246,12,2014,N,Provoked,AUSTRALIA,Victoria,Other
247,12,2014,N,Unprovoked,JAPAN,,Other
248,12,2014,Y,Unprovoked,AUSTRALIA,Queensland,
249,12,2014,N,Provoked,SPAIN,Granada,
250,11,2014,N,Unprovoked,AUSTRALIA,Western Australia,
251,11,2014,Y,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),
252,11,2014,N,Boat,AUSTRALIA,Western Australia,White Shark
253,11,2014,N,Unprovoked,USA,Florida,Other
254,11,2014,N,Boat,USA,California,White Shark
255,11,2014,N,Unprovoked,USA,Hawaii,Other
256,11,2014,N,Unprovoked,AUSTRALIA,New South Wales,
257,11,2014,N,Unprovoked,USA,Florida,
258,10,2014,N,Unprovoked,USA,Hawaii,Tiger Shark
259,10,2014,N,Provoked,AUSTRALIA,New South Wales,
260,10,2014,N,Unprovoked,USA,Hawaii,Tiger Shark
261,10,2014,N,Unprovoked,USA,Hawaii,
262,10,2014,N,Boat,USA,California,
263,10,2014,N,Unprovoked,USA,Hawaii,Other
264,10,2014,N,Unprovoked,AUSTRALIA,New South Wales,Other
265,10,2014,N,Unprovoked,USA,South Carolina,Bull Shark
266,10,2014,N,Unprovoked,USA,Florida,
267,10,2014,N,Unprovoked,USA,Florida,
268,10,2014,N,Boat,AUSTRALIA,Western Australia,
269,10,2014,N,Unprovoked,USA,Florida,Blacktip Shark
270,10,2014,N,Unprovoked,USA,Florida,Blacktip Shark
271,10,2014,N,Boat,USA,California,White Shark
272,10,2014,N,Boat,USA,California,White Shark
273,10,2014,N,Unprovoked,USA,California,Other
274,10,2014,N,Unprovoked,AUSTRALIA,Western Australia,White Shark
275,9,2014,N,Unprovoked,USA,Florida,
276,9,2014,N,Unprovoked,FRENCH POLYNESIA,Moorea,Blacktip Shark
277,9,2014,N,Invalid,USA,California,
278,9,2014,Y,Unprovoked,AUSTRALIA,New South Wales,Other
279,9,2014,N,Unprovoked,USA,Alabama,Bull Shark
280,9,2014,N,Unprovoked,USA,Massachusetts,White Shark
281,9,2014,N,Provoked,USA,Florida,Other
282,9,2014,N,Unprovoked,SPAIN,Catalonia,
283,8,2014,N,Unprovoked,USA,Florida,Other
284,8,2014,N,Unprovoked,USA,Florida,Blacktip Shark
285,8,2014,N,Invalid,USA,Florida,
286,8,2014,N,Provoked,USA,Maryland,
287,8,2014,N,Unprovoked,SPAIN,Alicante,Other
288,8,2014,N,Unprovoked,USA,North Carolina,Other
289,8,2014,N,Unprovoked,USA,South Carolina,
290,8,2014,N,Provoked,USA,Florida,Bull Shark
291,8,2014,N,Unprovoked,USA,North Carolina,Other
292,8,2014,N,Unprovoked,AUSTRALIA,Western Australia,Other
293,8,2014,N,Unprovoked,USA,Florida,Bull Shark
294,8,2014,N,Unprovoked,USA,Florida,
295,8,2014,N,Unprovoked,BAHAMAS,,Bull Shark
296,8,2014,N,Unprovoked,USA,Florida,
297,8,2014,N,Unprovoked,USA,Louisiana,Bull Shark
298,8,2014,N,Unprovoked,USA,South Carolina,Other
299,8,2014,N,Unprovoked,USA,Florida,
300,8,2014,N,Unprovoked,USA,Florida,
301,8,2014,N,Unprovoked,USA,Florida,
302,8,2014,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
303,8,2014,Y,Invalid,,,
304,7,2014,N,Unprovoked,USA,North Carolina,Tiger Shark
305,7,2014,N,Unprovoked,REUNION,Saint-Leu,Other
306,7,2014,N,Unprovoked,USA,Florida,
307,7,2014,N,Unprovoked,SPAIN,Canary Islands,Other
308,7,2014,N,Unprovoked,USA,Hawaii,Other
309,7,2014,N,Unprovoked,USA,Florida,Other
310,7,2014,Y,Invalid,BAHAMAS,West End,
311,7,2014,N,Unprovoked,USA,North Carolina,
312,7,2014,N,Unprovoked,USA,Florida,
313,7,2014,N,Provoked,USA,California,White Shark
314,7,2014,N,Unprovoked,USA,California,
315,7,2014,N,Unprovoked,USA,South Carolina,Other
316,6,2014,N,Boat,ST. MARTIN,,White Shark
317,6,2014,N,Unprovoked,BAHAMAS,Abaco Islands,Other
318,6,2014,N,Unprovoked,AUSTRALIA,South Australia,
319,6,2014,N,Unprovoked,AUSTRALIA,South Australia,
320,6,2014,N,Provoked,AUSTRALIA,Western Australia,Other
321,6,2014,N,Unprovoked,BRAZIL,,
322,6,2014,N,Unprovoked,USA,Delaware,Other
323,6,2014,N,Unprovoked,AUSTRALIA,South Australia,Bronze Shark
324,6,2014,N,Unprovoked,JAPAN,Atsumi peninsula,
325,6,2014,N,Unprovoked,USA,Texas,
326,6,2014,N,Unprovoked,USA,Florida,Bull Shark
327,6,2014,N,Unprovoked,AUSTRALIA,New South Wales,
328,6,2014,N,Unprovoked,USA,Palmyra Atoll,Blacktip Shark
329,5,2014,N,Unprovoked,AUSTRALIA,Queensland,Bull Shark
330,5,2014,N,Unprovoked,FRANCE,Wallis and Futuna,Other
331,5,2014,N,Provoked,AUSTRALIA,New South Wales,Other
332,11,2015,N,Unprovoked,ECUADOR,Galapagos Islands,Other
333,5,2014,N,Unprovoked,USA,Florida,
334,5,2014,N,Unprovoked,AUSTRALIA,South Australia,White Shark
335,5,2014,N,Unprovoked,USA,Florida,
336,5,2014,N,Unprovoked,USA,Georgia,
337,5,2014,N,Invalid,USA,Florida,
338,5,2014,N,Unprovoked,USA,South Carolina,Other
339,5,2014,N,Unprovoked,USA,Florida,Other
340,4,2014,N,Unprovoked,AUSTRALIA,Western Australia,Other
341,4,2014,N,Unprovoked,USA,Florida,
342,4,2014,N,Unprovoked,USA,Florida,
343,4,2014,N,Boat,SOUTH AFRICA,,White Shark
344,4,2014,N,Provoked,SOUTH AFRICA,Eastern Cape Province,Other
345,4,2014,N,Unprovoked,USA,Florida,
346,4,2014,N,Unprovoked,USA,Florida,
347,4,2014,Y,Unprovoked,AUSTRALIA,New South Wales,White Shark
348,3,2014,Y,Invalid,AUSTRALIA,Western Australia,
349,3,2014,Y,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other
350,3,2014,N,Unprovoked,USA,Florida,Other
351,3,2014,N,Unprovoked,USA,Florida,
352,3,2014,N,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,
353,3,2014,N,Unprovoked,AUSTRALIA,Victoria,
354,3,2014,N,Invalid,CAYMAN ISLANDS,,
355,3,2014,N,Invalid,AUSTRALIA,New South Wales,
356,3,2014,N,Unprovoked,AUSTRALIA,New South Wales,Other
357,3,2014,N,Unprovoked,USA,Florida,Blacktip Shark
358,2,2014,N,Unprovoked,FRENCH POLYNESIA,Society Islands,Blacktip Shark
359,2,2014,N,Boat,PAPUA NEW GUINEA,,
360,2,2014,Y,Unprovoked,AUSTRALIA,South Australia,
361,2,2014,N,Provoked,TRINIDAD & TOBAGO,Trinidad,
362,2,2014,N,Unprovoked,NEW ZEALAND,South Island,Other
367,12,2013,N,Unprovoked,NEW CALEDONIA,North Province,Bull Shark
368,12,2013,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
369,12,2013,N,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,
370,12,2013,N,Unprovoked,USA,Hawaii,Tiger Shark
371,12,2013,N,Unprovoked,USA,Florida,Other
372,12,2013,N,Unprovoked,AUSTRALIA,New South Wales,Other
373,12,2013,Y,Unprovoked,USA,Hawaii,
374,11,2013,Y,Unprovoked,AUSTRALIA,New South Wales,Tiger Shark
375,11,2013,N,Unprovoked,USA,Hawaii,
376,11,2013,Y,Unprovoked,AUSTRALIA,Western Australia,White Shark
377,11,2013,N,Unprovoked,USA,Oregon,White Shark
378,11,2013,N,Unprovoked,AUSTRALIA,Western Australia,White Shark
379,11,2013,N,Provoked,BAHAMAS,,
380,11,2013,N,Unprovoked,USA,New Jersey,
381,11,2013,N,Unprovoked,USA,Florida,
382,10,2013,N,Unprovoked,USA,Hawaii,Tiger Shark
383,10,2013,N,Unprovoked,AUSTRALIA,Western Australia,Blacktip Shark
384,10,2013,N,Unprovoked,REUNION,dÉtang-Salé,Bull Shark
385,10,2013,N,Unprovoked,AUSTRALIA,Western Australia,White Shark
386,10,2013,N,Unprovoked,AUSTRALIA,New South Wales,Other
387,10,2013,N,Unprovoked,USA,Hawaii,White Shark
388,10,2013,N,Unprovoked,USA,Hawaii,Tiger Shark
389,10,2013,N,Unprovoked,USA,Florida,Other
390,10,2013,Y,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
391,10,2013,N,Unprovoked,AUSTRALIA,Western Australia,White Shark
392,10,2013,N,Unprovoked,USA,California,White Shark
393,10,2013,N,Unprovoked,USA,Florida,Bull Shark
394,9,2013,N,Unprovoked,USA,Florida,
395,9,2013,N,Provoked,ISRAEL,Southern District,
396,9,2013,N,Unprovoked,USA,Florida,
397,9,2013,N,Unprovoked,USA,Florida,
398,9,2013,N,Unprovoked,USA,Florida,
399,9,2013,N,Unprovoked,USA,Florida,Bull Shark
400,9,2013,N,Unprovoked,USA,Florida,Other
401,9,2013,,Unprovoked,USA,South Carolina,
402,9,2013,N,Provoked,USA,Florida,Other
403,9,2013,N,Unprovoked,USA,Florida,Other
404,9,2013,N,Unprovoked,USA,Florida,
405,9,2013,N,Provoked,USA,Florida,Other
406,9,2013,N,Unprovoked,BAHAMAS,,
407,9,2013,N,Unprovoked,USA,Florida,Other
408,8,2013,N,Unprovoked,BAHAMAS,,Blacktip Shark
409,8,2013,N,Unprovoked,USA,California,Other
410,8,2013,N,Invalid,USA,California,
411,8,2013,N,Provoked,FRANCE,Bay of Biscay,Mako Shark
412,8,2013,N,Unprovoked,USA,Florida,
413,8,2013,N,Unprovoked,AUSTRALIA,New South Wales,
414,8,2013,N,Unprovoked,USA,Hawaii,
415,8,2013,N,Unprovoked,USA,California,White Shark
416,8,2013,Y,Unprovoked,USA,Hawaii,Tiger Shark
417,8,2013,N,Unprovoked,USA,Hawaii,
418,8,2013,N,Unprovoked,USA,South Carolina,Bull Shark
419,8,2013,N,Unprovoked,SOUTH AFRICA,,Blacktip Shark
420,8,2013,N,Unprovoked,USA,Florida,Bull Shark
421,7,2013,N,Unprovoked,USA,Hawaii,
422,7,2013,N,Unprovoked,USA,South Carolina,
423,7,2013,N,Unprovoked,BAHAMAS,Abaco Islands,Other
424,7,2013,N,Unprovoked,MEXICO,Quintana Roo,
425,7,2013,N,Unprovoked,USA,Hawaii,Tiger Shark
426,7,2013,N,Unprovoked,BAHAMAS,Exuma Islands,Other
427,7,2013,N,Unprovoked,BAHAMAS,Abaco Islands,
428,7,2013,Y,Unprovoked,BRAZIL,Pernambuco,
429,7,2013,N,Unprovoked,USA,Alabama,
430,7,2013,N,Unprovoked,USA,Florida,
431,7,2013,Y,Unprovoked,REUNION,Saint-Paul,
432,7,2013,Y,Unprovoked,DIEGO GARCIA,,
433,7,2013,N,Unprovoked,USA,North Carolina,
434,7,2013,N,Invalid,SPAIN,Catalonia,
435,7,2013,N,Unprovoked,AUSTRALIA,Victoria,
436,6,2013,N,Unprovoked,TAIWAN,Taitung ,
437,6,2013,Y,Invalid,JAMAICA,Kingston Parish,
438,6,2013,N,Unprovoked,USA,California,White Shark
439,6,2013,N,Unprovoked,USA,Florida,Bull Shark
440,6,2013,N,Unprovoked,USA,South Carolina,Other
441,6,2013,N,Unprovoked,USA,Hawaii,Tiger Shark
442,6,2013,N,Unprovoked,USA,Texas,
443,6,2013,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
444,6,2013,N,Unprovoked,USA,Florida,
445,6,2013,N,Unprovoked,USA,South Carolina,Other
446,6,2013,N,Provoked,USA,Florida,Other
447,6,2013,N,Unprovoked,AUSTRALIA,New South Wales,Other
448,5,2013,N,Unprovoked,USA,Hawaii,Other
449,5,2013,N,Unprovoked,USA,Florida,
450,5,2013,Y,Unprovoked,BRAZIL,Pernambuco,
451,5,2013,N,Provoked,PALESTINIAN TERRITORIES,,
452,5,2013,N,Unprovoked,ECUADOR,Santa Cruz Island,Other
453,5,2013,Y,Invalid,USA,California,
454,5,2013,Y,Unprovoked,REUNION,Saint-Gilles,Bull Shark
455,5,2013,N,Unprovoked,USA,Florida,Other
456,4,2013,N,Provoked,AUSTRALIA,New South Wales,Other
457,4,2013,N,Unprovoked,MEXICO,Quintana Roo,Tiger Shark
458,4,2013,N,Unprovoked,AUSTRALIA,New South Wales,Other
459,4,2013,N,Unprovoked,USA,Florida,Other
460,4,2013,N,Unprovoked,SOUTH AFRICA,Western Cape Province,Blue Shark
461,4,2013,N,Unprovoked,USA,Florida,Bull Shark
462,4,2013,Y,Unprovoked,GUAM,,
463,4,2013,N,Unprovoked,FRENCH POLYNESIA,Tuamotus,Blacktip Shark
464,4,2013,N,Unprovoked,USA,Florida,
465,4,2013,Y,Invalid,AUSTRALIA,Western Australia,
466,4,2013,N,Unprovoked,USA,Hawaii,Other
467,3,2013,N,Invalid,AUSTRALIA,New South Wales,
468,3,2013,N,Unprovoked,SEYCHELLES,,
469,3,2013,N,Unprovoked,BELIZE,,Other
470,3,2013,N,Unprovoked,BAHAMAS,Eleuthera,
471,3,2013,N,Provoked,SOUTH AFRICA,Western Cape Province,Other
472,3,2013,N,Unprovoked,SOUTH AFRICA,Western Cape Province,
473,3,2013,Y,Unprovoked,JAMAICA,St. Catherine,Tiger Shark
474,3,2013,N,Unprovoked,AUSTRALIA,Western Australia,Bronze Shark
475,3,2013,N,Unprovoked,PHILIPPINES,Palawan,Other
476,3,2013,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
483,1,2013,N,Boat,AUSTRALIA,Victoria,White Shark
484,1,2013,N,Unprovoked,AUSTRALIA,Queensland,
485,1,2013,N,Invalid,AUSTRALIA,Queensland,
486,1,2013,N,Unprovoked,USA,Hawaii,Tiger Shark
487,1,2013,N,Unprovoked,NEW ZEALAND,Mercury Islands,Bronze Shark
488,1,2013,N,Unprovoked,AUSTRALIA,Western Australia,
489,12,2012,N,Unprovoked,USA,Florida,
490,12,2012,N,Unprovoked,AUSTRALIA,New South Wales,Other
491,12,2012,N,Unprovoked,AUSTRALIA,New South Wales,Bull Shark
492,12,2012,Y,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Tiger Shark
493,12,2012,N,Unprovoked,AUSTRALIA,Western Australia,Tiger Shark
494,12,2012,N,Unprovoked,USA,Hawaii,Other
495,12,2012,N,Unprovoked,AUSTRALIA,New South Wales,Tiger Shark
496,12,2012,N,Unprovoked,NEW ZEALAND,South Island,Other
497,11,2012,N,Unprovoked,USA,Hawaii,Tiger Shark
498,11,2012,N,Invalid,AUSTRALIA,Queensland,
499,11,2012,Y,Unprovoked,MEXICO,Sinaloa,Other
500,11,2012,N,Unprovoked,USA,Florida,Other
501,11,2012,N,Unprovoked,USA,Hawaii,Tiger Shark
502,11,2012,N,Unprovoked,USA,Hawaii,Tiger Shark
503,10,2012,N,Unprovoked,USA,California,White Shark
504,10,2012,N,Unprovoked,USA,Hawaii,Tiger Shark
505,10,2012,Y,Unprovoked,USA,California,White Shark
506,10,2012,N,Unprovoked,USA,Florida,
507,10,2012,N,Unprovoked,USA,Florida,
508,10,2012,N,Unprovoked,USA,Hawaii,Other
509,10,2012,N,Invalid,USA,Florida,
510,10,2012,N,Unprovoked,NIGERIA,Delta,
511,10,2012,N,Unprovoked,USA,California,
512,10,2012,N,Unprovoked,AUSTRALIA,Western Australia,Other
513,9,2012,N,Unprovoked,USA,Florida,Other
514,9,2012,N,Unprovoked,USA,Florida,Other
515,9,2012,N,Unprovoked,USA,Florida,
516,9,2012,N,Unprovoked,TONGA,Vava'u,Bull Shark
517,9,2012,N,Unprovoked,USA,Florida,
518,9,2012,N,Unprovoked,USA,Florida,
519,9,2012,N,Unprovoked,USA,Florida,
520,9,2012,N,Unprovoked,USA,Florida,
521,9,2012,N,Unprovoked,USA,Florida,
522,9,2012,N,Unprovoked,USA,Florida,
523,9,2012,N,Unprovoked,USA,Florida,Other
524,9,2012,N,Provoked,USA,Hawaii,Tiger Shark
525,9,2012,N,Unprovoked,USA,Florida,Other
526,8,2012,N,Provoked,SCOTLAND,Inner Hebrides,Other
527,8,2012,N,Unprovoked,AUSTRALIA,Western Australia,
528,8,2012,Y,Unprovoked,BRAZIL,Pernambuco,
529,8,2012,N,Unprovoked,USA,Alabama,
530,8,2012,N,Boat,AUSTRALIA,Western Australia,Other
531,8,2012,N,Unprovoked,USA,Florida,Other
532,8,2012,N,Unprovoked,REUNION,Saint Leu,Bull Shark
533,8,2012,N,Unprovoked,FRENCH POLYNESIA,Tuamotus,Other
534,7,2012,N,Unprovoked,USA,California,
535,7,2012,N,Unprovoked,AUSTRALIA,South Australia,White Shark
536,7,2012,N,Unprovoked,USA,Hawaii,
537,7,2012,N,Unprovoked,USA,Massachusetts,White Shark
538,7,2012,N,Invalid,USA,North Carolina,
539,7,2012,Y,Unprovoked,REUNION,Trois-Bassins,
540,7,2012,Y,Invalid,TRINIDAD & TOBAGO,Trinidad,
541,7,2012,N,Invalid,CANADA,British Colombia,Other
542,7,2012,Y,Unprovoked,AUSTRALIA,Western Australia,White Shark
543,7,2012,N,Unprovoked,USA,North Carolina,
544,7,2012,N,Unprovoked,BAHAMAS,Eleuthera,
545,7,2012,Y,Invalid,AUSTRALIA,Victoria,
546,7,2012,N,Unprovoked,USA,California,Other
547,7,2012,N,Unprovoked,SOUTH AFRICA,Western Cape Province,Other
548,6,2012,N,Invalid,CROATIA,,
549,6,2012,N,Unprovoked,USA,Florida,Bull Shark
550,6,2012,N,Unprovoked,USA,Florida,
551,6,2012,N,Unprovoked,USA,Hawaii,Other
552,6,2012,N,Unprovoked,AUSTRALIA,Tasmania,
553,6,2012,N,Unprovoked,USA,Florida,
554,6,2012,N,Unprovoked,AUSTRALIA,Western Australia,Other
555,6,2012,N,Invalid,USA,South Carolina,
556,6,2012,N,Unprovoked,USA,North Carolina,
557,6,2012,N,Provoked,USA,Florida,Other
558,6,2012,N,Unprovoked,USA,South Carolina,Blacktip Shark
559,6,2012,N,Unprovoked,USA,South Carolina,
560,6,2012,N,Unprovoked,USA,South Carolina,Blacktip Shark
561,6,2012,N,Unprovoked,USA,South Carolina,Blacktip Shark
562,6,2012,N,Unprovoked,AUSTRALIA,Victoria,Other
563,6,2012,N,Provoked,ITALY,Sardinia,Blue Shark
564,6,2012,N,Unprovoked,AUSTRALIA,New South Wales,White Shark
565,6,2012,N,Unprovoked,USA,Florida,
566,6,2012,N,Unprovoked,USA,South Carolina,
567,5,2012,N,Unprovoked,USA,North Carolina,Other
568,5,2012,N,Unprovoked,MEXICO,Guerrero,Bull Shark
569,5,2012,N,Unprovoked,USA,Florida,Other
570,5,2012,N,Unprovoked,USA,Hawaii,Tiger Shark
571,5,2012,N,Unprovoked,FIJI,,
572,5,2012,N,Unprovoked,USA,California,White Shark
573,5,2012,N,Unprovoked,USA,Florida,
574,5,2012,N,Unprovoked,USA,California,White Shark
575,4,2012,N,Unprovoked,USA,Florida,Other
576,4,2012,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
